year,win_0,win_1,margin
1972.0,0.0,0.0,-0.2616923
1974.0,0.0,0.0,-0.080035865
1976.0,0.0,0.0,-0.23953667
1978.0,0.0,0.0,-0.16727352
1980.0,0.0,0.0,-0.25154197
1982.0,0.0,0.0,-0.13592768
1984.0,0.0,0.0,-0.407879
1986.0,0.0,0.0,-0.070819855
1988.0,0.0,0.0,-0.44710717
1990.0,0.0,0.0,-0.53124595
1992.0,0.0,0.0,-0.4059543
1994.0,0.0,0.0,-0.50641227
1996.0,0.0,0.0,-0.22828087
1946.0,0.0,0.0,-0.12305376
1948.0,0.0,0.0,-0.036621153
1950.0,0.0,0.0,-0.07371324
1952.0,0.0,0.0,-0.13409257
1954.0,0.0,0.0,-0.055007577
1956.0,0.0,0.0,-0.23851013
1958.0,1.0,1.0,0.07595754
1960.0,1.0,1.0,0.10198784
1962.0,1.0,1.0,0.17029631
1964.0,1.0,1.0,0.3460447
1966.0,1.0,1.0,0.1812563
1968.0,1.0,1.0,0.12630153
1970.0,1.0,0.0,0.10465416
1972.0,0.0,0.0,-0.02366361
1974.0,0.0,0.0,-0.02435857
1976.0,0.0,0.0,-0.33763027
1978.0,1.0,1.0,0.04638183
1980.0,1.0,1.0,0.0073069334
1982.0,1.0,0.0,0.17623278
1984.0,0.0,0.0,-0.08840382
1986.0,0.0,0.0,-0.21781099
1988.0,0.0,0.0,-0.4727738
1990.0,0.0,0.0,-0.044652373
1992.0,0.0,0.0,-0.12526897
1994.0,0.0,1.0,-0.06672886
1996.0,1.0,1.0,0.06132105
1964.0,1.0,0.0,0.1749363
1966.0,0.0,0.0,-0.012190819
1968.0,0.0,0.0,-0.24575436
1970.0,1.0,1.0,0.021398306
1972.0,1.0,0.0,0.20382884
1974.0,1.0,1.0,0.27301988
1976.0,1.0,1.0,0.13660282
1978.0,1.0,1.0,0.28395656
1980.0,1.0,0.0,0.18327269
1982.0,0.0,0.0,-0.038995296
1984.0,0.0,0.0,-0.2796621
1986.0,0.0,0.0,-0.28350928
1988.0,0.0,0.0,-0.33013913
1990.0,0.0,0.0,-0.48740602
1992.0,0.0,0.0,-0.4448887
1994.0,0.0,0.0,-0.32379082
1996.0,0.0,0.0,-0.0069679916
1946.0,0.0,0.0,-0.14725658
1948.0,0.0,0.0,-0.004506737
1950.0,0.0,0.0,-0.0084552765
1952.0,0.0,0.0,-0.102009416
1954.0,0.0,0.0,-0.0200952
1956.0,0.0,0.0,-0.22900721
1958.0,1.0,1.0,0.120755315
1960.0,1.0,0.0,0.07950625
1962.0,1.0,1.0,0.054169774
1964.0,0.0,0.0,-0.0010651052
1966.0,1.0,1.0,0.051541686
1968.0,1.0,1.0,0.13246194
1970.0,1.0,1.0,0.18323681
1972.0,1.0,0.0,0.18725112
1974.0,0.0,0.0,-0.003616929
1976.0,0.0,0.0,-0.14753103
1978.0,0.0,0.0,-0.25672698
1980.0,0.0,0.0,-0.36970302
1982.0,0.0,0.0,-0.024060786
1984.0,0.0,0.0,-0.2704122
1986.0,1.0,1.0,0.09418151
1988.0,1.0,0.0,0.26435053
1990.0,1.0,1.0,0.20393309
1992.0,1.0,0.0,0.30022463
1994.0,0.0,0.0,-0.037850857
1996.0,1.0,1.0,0.10630727
1964.0,1.0,1.0,0.24008295
1966.0,1.0,1.0,0.13524222
1968.0,1.0,1.0,0.114117354
1970.0,1.0,0.0,0.28418636
1972.0,0.0,0.0,-0.08773637
1974.0,0.0,0.0,-0.4273858
1976.0,0.0,0.0,-0.57455575
1978.0,0.0,0.0,-0.0996781
1980.0,0.0,0.0,-0.57018435
1982.0,0.0,0.0,-0.3330166
1984.0,0.0,0.0,-0.53129596
1986.0,0.0,0.0,-0.54659426
1988.0,0.0,0.0,-0.3241928
1990.0,0.0,0.0,-0.02057004
1992.0,0.0,0.0,-0.07129094
1994.0,1.0,1.0,0.049454004
1996.0,1.0,1.0,0.47124714
1946.0,0.0,0.0,-0.18298072
1948.0,0.0,0.0,-0.14357042
1950.0,0.0,0.0,-0.3781344
1952.0,0.0,0.0,-0.34480408
1954.0,0.0,0.0,-0.1116617
1956.0,0.0,0.0,-0.276075
1958.0,0.0,0.0,-0.110606104
1960.0,0.0,0.0,-0.37298647
1962.0,0.0,0.0,-0.48730874
1974.0,0.0,0.0,-0.42279306
1976.0,0.0,0.0,-0.27554175
1980.0,0.0,0.0,-0.49771154
1984.0,0.0,0.0,-0.45859078
1986.0,0.0,0.0,-0.55600584
1988.0,1.0,0.0,0.6545638
1990.0,0.0,0.0,-0.55123246
1992.0,1.0,1.0,0.08099863
1996.0,1.0,1.0,0.054813027
1946.0,0.0,1.0,-0.028353095
1948.0,1.0,1.0,0.09734169
1950.0,1.0,0.0,0.09289238
1952.0,1.0,1.0,0.03852892
1954.0,1.0,1.0,0.1927211
1956.0,1.0,1.0,0.22443116
1962.0,1.0,1.0,0.3558177
1968.0,1.0,1.0,0.47292235
1976.0,1.0,1.0,0.49984655
1978.0,1.0,1.0,0.45671237
1980.0,1.0,1.0,0.45671105
1982.0,1.0,1.0,0.45263854
1984.0,1.0,1.0,0.37394643
1986.0,1.0,0.0,0.3187932
1988.0,1.0,1.0,0.60509074
1992.0,1.0,1.0,0.220348
1994.0,1.0,1.0,0.22214445
1996.0,1.0,1.0,0.49787617
1946.0,1.0,1.0,0.2431328
1948.0,1.0,1.0,0.47891927
1950.0,1.0,1.0,0.43051913
1952.0,1.0,1.0,0.3491237
1956.0,1.0,1.0,0.41884872
1962.0,1.0,1.0,0.44705275
1966.0,1.0,1.0,0.42071673
1968.0,1.0,0.0,0.20125955
1970.0,1.0,1.0,0.01982978
1974.0,1.0,1.0,0.110945106
1978.0,1.0,1.0,0.5049181
1980.0,1.0,1.0,0.4461647
1984.0,1.0,1.0,0.3482604
1992.0,0.0,0.0,-0.060893655
1994.0,0.0,0.0,-0.10440639
1996.0,1.0,1.0,0.0761511
1946.0,1.0,1.0,0.009791195
1948.0,1.0,1.0,0.18348038
1950.0,1.0,1.0,0.14366761
1952.0,1.0,1.0,0.093063
1954.0,1.0,1.0,0.14263508
1956.0,1.0,1.0,0.18863082
1958.0,1.0,1.0,0.27576146
1960.0,1.0,1.0,0.29052806
1962.0,1.0,1.0,0.80919266
1964.0,1.0,1.0,0.43506423
1968.0,1.0,1.0,0.21900344
1970.0,1.0,0.0,0.08660498
1972.0,1.0,1.0,0.04614222
1974.0,1.0,1.0,0.16119823
1976.0,1.0,1.0,0.041490704
1980.0,1.0,1.0,0.037960738
1982.0,1.0,1.0,0.19060048
1984.0,1.0,1.0,0.48399305
1986.0,1.0,1.0,0.77708864
1988.0,1.0,1.0,0.4062637
1990.0,1.0,1.0,0.31069258
1992.0,1.0,1.0,0.41505757
1996.0,1.0,1.0,0.43323004
1946.0,0.0,0.0,-0.43557566
1950.0,0.0,0.0,-0.5224961
1952.0,0.0,0.0,-0.52194506
1956.0,0.0,0.0,-0.46563753
1958.0,0.0,0.0,-0.3203654
1960.0,0.0,0.0,-0.090277344
1962.0,0.0,0.0,-0.1477401
1964.0,0.0,0.0,-0.30019632
1966.0,0.0,0.0,-0.49620104
1968.0,0.0,0.0,-0.20819128
1970.0,0.0,0.0,-0.2659621
1972.0,0.0,0.0,-0.087289244
1974.0,1.0,1.0,0.21279109
1976.0,1.0,0.0,0.34623086
1978.0,1.0,1.0,0.24016654
1980.0,1.0,1.0,0.3193893
1982.0,1.0,0.0,0.69499576
1984.0,1.0,1.0,0.067117214
1988.0,1.0,1.0,0.6823484
1990.0,1.0,0.0,0.04362151
1992.0,1.0,1.0,0.14682788
1994.0,1.0,1.0,0.3970585
1946.0,0.0,0.0,-0.404168
1950.0,0.0,0.0,-0.47427586
1954.0,0.0,0.0,-0.42359757
1960.0,0.0,0.0,-0.31857407
1962.0,0.0,0.0,-0.12378597
1964.0,0.0,0.0,-0.29212916
1966.0,0.0,0.0,-0.31411025
1968.0,0.0,0.0,-0.32157004
1970.0,1.0,1.0,0.23387551
1972.0,1.0,1.0,0.28116548
1976.0,1.0,0.0,0.13483405
1978.0,1.0,1.0,0.07523394
1980.0,1.0,1.0,0.037416905
1982.0,1.0,0.0,0.15657362
1984.0,1.0,0.0,0.4394049
1988.0,1.0,1.0,0.39421335
1990.0,1.0,0.0,0.30117103
1992.0,0.0,0.0,-0.09991601
1994.0,0.0,1.0,-0.031208068
1996.0,1.0,1.0,0.0013053715
1946.0,1.0,1.0,0.22952896
1948.0,1.0,1.0,0.5841385
1950.0,1.0,1.0,0.5770732
1952.0,1.0,1.0,0.5020968
1956.0,1.0,1.0,0.28942087
1958.0,1.0,1.0,0.5116546
1962.0,1.0,1.0,0.4316431
1964.0,1.0,1.0,0.5389509
1966.0,1.0,1.0,0.48988304
1968.0,1.0,1.0,0.25031504
1970.0,1.0,1.0,0.4444208
1972.0,1.0,1.0,0.35497868
1974.0,1.0,0.0,0.59563494
1976.0,1.0,1.0,0.5933118
1978.0,1.0,1.0,0.6968281
1982.0,1.0,1.0,0.55689204
1984.0,1.0,1.0,0.42829323
1992.0,1.0,1.0,0.34304848
1994.0,1.0,1.0,0.28896526
1996.0,1.0,1.0,0.3970883
1946.0,0.0,0.0,-0.2703526
1948.0,0.0,0.0,-0.020705074
1950.0,0.0,0.0,-0.07774708
1952.0,0.0,0.0,-0.022543818
1954.0,1.0,1.0,0.063874125
1956.0,1.0,1.0,0.095695466
1958.0,1.0,1.0,0.3271047
1960.0,1.0,1.0,0.31505668
1962.0,1.0,0.0,0.45908475
1972.0,1.0,1.0,0.77379096
1974.0,1.0,1.0,0.8099995
1976.0,1.0,0.0,0.557501
1978.0,1.0,1.0,0.53750026
1980.0,1.0,1.0,0.5677911
1982.0,1.0,1.0,0.4975283
1984.0,1.0,0.0,0.83820045
1986.0,1.0,1.0,0.4443586
1988.0,1.0,0.0,0.60869837
1990.0,1.0,0.0,0.4963795
1992.0,1.0,1.0,0.66277146
1996.0,1.0,0.0,0.68694425
1946.0,0.0,0.0,-0.23052463
1948.0,0.0,0.0,-0.13336757
1950.0,0.0,0.0,-0.16764745
1952.0,0.0,0.0,-0.18580157
1954.0,0.0,0.0,-0.131641
1956.0,0.0,0.0,-0.2218126
1958.0,0.0,0.0,-0.09377086
1960.0,0.0,0.0,-0.11413467
1964.0,1.0,1.0,0.6569866
1968.0,1.0,0.0,0.65886354
1970.0,1.0,0.0,0.3868075
1972.0,0.0,0.0,-0.02099356
1974.0,1.0,1.0,0.7862607
1976.0,1.0,1.0,0.4643163
1978.0,1.0,1.0,0.8598807
1982.0,1.0,1.0,0.2973062
1986.0,1.0,1.0,0.6757184
1990.0,1.0,1.0,0.4056232
1992.0,1.0,1.0,0.4782223
1994.0,1.0,1.0,0.3954955
1996.0,1.0,1.0,0.4449195
1946.0,0.0,0.0,-0.2793257
1948.0,0.0,0.0,-0.3907111
1950.0,0.0,0.0,-0.1626575
1952.0,0.0,0.0,-0.09232968
1954.0,0.0,0.0,-0.0132345855
1956.0,0.0,0.0,-0.059276223
1958.0,0.0,0.0,-0.043600798
1960.0,0.0,0.0,-0.16441011
1962.0,0.0,0.0,-0.30943263
1964.0,0.0,0.0,-0.25960025
1966.0,0.0,0.0,-0.021983057
1968.0,0.0,0.0,-0.34737706
1970.0,0.0,0.0,-0.14079341
1974.0,0.0,0.0,-0.28305542
1978.0,0.0,0.0,-0.22289574
1980.0,0.0,0.0,-0.21232805
1982.0,1.0,1.0,0.3743397
1984.0,1.0,1.0,0.11415967
1986.0,1.0,1.0,0.38629252
1988.0,1.0,1.0,0.33345208
1990.0,1.0,1.0,0.068164706
1992.0,1.0,1.0,0.36408123
1994.0,1.0,0.0,0.375203
1996.0,1.0,1.0,0.12611037
1946.0,1.0,1.0,0.44817758
1950.0,1.0,0.0,0.65110755
1952.0,1.0,1.0,0.39007127
1954.0,1.0,1.0,0.56464434
1956.0,1.0,1.0,0.50622094
1958.0,1.0,1.0,0.6078898
1962.0,1.0,1.0,0.28640366
1966.0,1.0,1.0,0.49563885
1976.0,1.0,0.0,0.37978005
1978.0,1.0,1.0,0.8346604
1988.0,1.0,1.0,0.6163529
1950.0,1.0,1.0,0.70368767
1952.0,1.0,1.0,0.64374673
1956.0,1.0,1.0,0.64969456
1962.0,0.0,0.0,-0.28388956
1964.0,0.0,0.0,-0.19252047
1966.0,0.0,0.0,-0.100081086
1970.0,0.0,1.0,-0.0076351166
1972.0,1.0,1.0,0.0047715902
1974.0,1.0,1.0,0.49573734
1980.0,1.0,1.0,0.46434513
1946.0,0.0,0.0,-0.35019562
1948.0,0.0,0.0,-0.13124439
1950.0,0.0,0.0,-0.24873373
1952.0,0.0,0.0,-0.21125543
1954.0,0.0,0.0,-0.15990767
1956.0,0.0,0.0,-0.11246577
1958.0,1.0,1.0,0.0701195
1960.0,1.0,1.0,0.17068851
1946.0,0.0,0.0,-0.2715498
1948.0,0.0,0.0,-0.227456
1950.0,0.0,0.0,-0.29051507
1952.0,0.0,0.0,-0.26652
1954.0,0.0,0.0,-0.24017
1956.0,0.0,0.0,-0.2476834
1958.0,0.0,0.0,-0.22082987
1960.0,0.0,0.0,-0.2062254
1946.0,0.0,0.0,-0.19499028
1948.0,0.0,0.0,-0.11590278
1950.0,0.0,0.0,-0.150388
1952.0,0.0,0.0,-0.20331791
1954.0,0.0,0.0,-0.00434801
1956.0,0.0,0.0,-0.14803517
1958.0,0.0,0.0,-0.17406899
1960.0,0.0,0.0,-0.13091409
1962.0,0.0,1.0,-0.06264922
1964.0,1.0,0.0,0.026993662
1966.0,0.0,0.0,-0.124626905
1968.0,0.0,0.0,-0.26739895
1970.0,0.0,0.0,-0.3483167
1972.0,0.0,0.0,-0.458243
1974.0,1.0,0.0,0.04266146
1976.0,1.0,1.0,0.37693062
1978.0,1.0,1.0,0.25116318
1980.0,1.0,1.0,0.21587542
1982.0,1.0,0.0,0.10369727
1984.0,0.0,0.0,-0.17829028
1986.0,0.0,0.0,-0.12708125
1988.0,0.0,0.0,-0.20627668
1990.0,0.0,0.0,-0.104882985
1992.0,0.0,0.0,-0.10700053
1994.0,0.0,0.0,-0.3689302
1996.0,0.0,0.0,-0.03423986
1946.0,0.0,0.0,-0.2971623
1948.0,0.0,0.0,-0.15651
1950.0,0.0,0.0,-0.2891878
1952.0,0.0,0.0,-0.32954147
1954.0,0.0,0.0,-0.20840982
1956.0,0.0,0.0,-0.3194398
1958.0,0.0,0.0,-0.17105469
1960.0,0.0,0.0,-0.20610654
1962.0,0.0,0.0,-0.1495839
1964.0,0.0,0.0,-0.0023828447
1966.0,0.0,0.0,-0.33625835
1968.0,0.0,0.0,-0.4228549
1970.0,0.0,0.0,-0.392568
1972.0,0.0,0.0,-0.35229972
1974.0,0.0,0.0,-0.2846156
1976.0,0.0,0.0,-0.21066809
1978.0,0.0,0.0,-0.36257255
1980.0,0.0,0.0,-0.28277874
1982.0,0.0,0.0,-0.4168487
1984.0,0.0,0.0,-0.5444911
1986.0,0.0,0.0,-0.48443565
1988.0,0.0,0.0,-0.14257395
1990.0,1.0,1.0,0.0537754
1992.0,1.0,0.0,0.25952613
1994.0,0.0,0.0,-0.054947317
1996.0,0.0,0.0,-0.070430815
1946.0,1.0,1.0,0.14051896
1948.0,1.0,1.0,0.24035916
1950.0,1.0,1.0,0.26302433
1952.0,1.0,1.0,0.09837592
1954.0,1.0,1.0,0.18255663
1956.0,1.0,1.0,0.11541343
1958.0,1.0,0.0,0.25704813
1960.0,1.0,1.0,0.32462025
1962.0,1.0,1.0,0.13529634
1964.0,1.0,1.0,0.32508186
1966.0,1.0,0.0,0.13569552
1968.0,1.0,1.0,0.21913677
1970.0,1.0,1.0,0.23536435
1972.0,1.0,0.0,0.28525794
1974.0,1.0,1.0,0.45844415
1976.0,1.0,0.0,0.2598582
1978.0,1.0,0.0,0.2248447
1980.0,1.0,1.0,0.3522508
1982.0,1.0,1.0,0.22482216
1984.0,1.0,1.0,0.37089196
1986.0,1.0,0.0,0.15423074
1988.0,0.0,0.0,-0.11265668
1990.0,0.0,0.0,-0.10320428
1992.0,0.0,0.0,-0.45283347
1994.0,1.0,1.0,0.082959086
1996.0,1.0,1.0,0.4137495
1946.0,1.0,1.0,0.05208862
1948.0,1.0,1.0,0.19311622
1950.0,1.0,1.0,0.21560022
1952.0,1.0,1.0,0.06849861
1954.0,1.0,1.0,0.21017715
1956.0,1.0,1.0,0.044184
1958.0,1.0,1.0,0.2669956
1960.0,1.0,1.0,0.4074924
1962.0,1.0,1.0,0.43597963
1964.0,1.0,1.0,0.6269984
1966.0,1.0,0.0,0.29324535
1968.0,1.0,1.0,0.22484767
1970.0,1.0,1.0,0.32538944
1972.0,1.0,0.0,0.26274693
1974.0,1.0,1.0,0.56450367
1976.0,1.0,1.0,0.5399134
1978.0,1.0,0.0,0.052202582
1980.0,0.0,0.0,-0.106173724
1982.0,0.0,0.0,-0.11275867
1984.0,0.0,0.0,-0.3548429
1986.0,0.0,0.0,-0.4362764
1988.0,0.0,0.0,-0.44246498
1990.0,1.0,1.0,0.18427825
1992.0,1.0,1.0,0.46206453
1994.0,1.0,0.0,0.35970727
1996.0,1.0,1.0,0.32752633
1988.0,0.0,0.0,-0.22343047
1990.0,0.0,0.0,-0.16567981
1946.0,0.0,0.0,-0.28653768
1948.0,0.0,0.0,-0.21592543
1950.0,0.0,0.0,-0.47892416
1952.0,0.0,0.0,-0.435678
1954.0,0.0,0.0,-0.22752091
1956.0,0.0,0.0,-0.3425741
1958.0,1.0,0.0,0.029307008
1960.0,0.0,0.0,-0.14332354
1962.0,0.0,0.0,-0.13420737
1964.0,0.0,0.0,-0.12884459
1966.0,0.0,0.0,-0.31275967
1970.0,0.0,0.0,-0.38935727
1972.0,0.0,0.0,-0.3003559
1974.0,0.0,0.0,-0.12933752
1976.0,0.0,0.0,-0.34796926
1978.0,0.0,0.0,-0.5602013
1982.0,0.0,0.0,-0.46440828
1984.0,0.0,0.0,-0.38804418
1992.0,0.0,0.0,-0.4995163
1996.0,0.0,0.0,-0.4594003
1986.0,1.0,1.0,0.32710242
1988.0,1.0,1.0,0.35033283
1990.0,1.0,0.0,0.3282215
1946.0,0.0,0.0,-0.12796018
1948.0,0.0,0.0,-0.015782535
1950.0,0.0,0.0,-0.13308707
1952.0,0.0,0.0,-0.038555413
1954.0,1.0,0.0,0.09821403
1956.0,0.0,1.0,-0.039129972
1958.0,1.0,1.0,0.004565209
1960.0,1.0,1.0,0.009714007
1962.0,1.0,1.0,0.060199797
1964.0,1.0,0.0,0.13139495
1966.0,0.0,0.0,-0.11544946
1968.0,0.0,0.0,-0.17345881
1970.0,0.0,0.0,-0.09167069
1972.0,0.0,0.0,-0.25683746
1976.0,0.0,0.0,-0.038389355
1978.0,0.0,0.0,-0.17025244
1980.0,0.0,0.0,-0.24294126
1982.0,1.0,1.0,0.06051132
1984.0,1.0,1.0,0.17044288
1992.0,0.0,0.0,-0.12896743
1994.0,0.0,0.0,-0.441787
1996.0,0.0,0.0,-0.42093685
1946.0,0.0,0.0,-0.27030256
1948.0,0.0,0.0,-0.07246986
1950.0,0.0,0.0,-0.1349088
1952.0,0.0,0.0,-0.10325125
1954.0,0.0,0.0,-0.08836341
1956.0,0.0,0.0,-0.16813144
1958.0,0.0,0.0,-0.009513766
1960.0,0.0,0.0,-0.15357855
1962.0,0.0,0.0,-0.1780771
1964.0,0.0,0.0,-0.12509546
1966.0,0.0,0.0,-0.051001787
1968.0,0.0,0.0,-0.17075378
1970.0,0.0,0.0,-0.22784877
1972.0,0.0,1.0,-0.054605246
1974.0,1.0,1.0,0.19007176
1976.0,1.0,1.0,0.4118103
1978.0,1.0,1.0,0.59304744
1980.0,1.0,1.0,0.54767525
1982.0,1.0,1.0,0.47099563
1984.0,1.0,1.0,0.44081315
1986.0,1.0,1.0,0.5203919
1988.0,1.0,0.0,0.40339547
1990.0,1.0,1.0,0.11608124
1992.0,1.0,1.0,0.38760564
1994.0,1.0,1.0,0.44534278
1996.0,1.0,1.0,0.55105484
1946.0,0.0,0.0,-0.3417927
1948.0,0.0,0.0,-0.24183881
1950.0,0.0,0.0,-0.08687559
1952.0,0.0,0.0,-0.26782894
1954.0,0.0,0.0,-0.27155155
1956.0,0.0,0.0,-0.35822618
1958.0,0.0,0.0,-0.07348305
1960.0,0.0,0.0,-0.13338462
1962.0,0.0,0.0,-0.059951663
1964.0,1.0,0.0,0.015714556
1966.0,0.0,0.0,-0.04665211
1968.0,0.0,0.0,-0.1081692
1970.0,0.0,0.0,-0.03358805
1972.0,0.0,0.0,-0.31472316
1974.0,1.0,1.0,0.16029131
1976.0,1.0,1.0,0.23441663
1978.0,1.0,1.0,0.32851884
1980.0,1.0,0.0,0.16276354
1982.0,1.0,0.0,0.3689389
1984.0,1.0,1.0,0.26471877
1986.0,1.0,1.0,0.39620522
1988.0,1.0,1.0,0.32616937
1990.0,1.0,1.0,0.763422
1992.0,1.0,0.0,0.14407638
1994.0,0.0,0.0,-0.29243875
1996.0,0.0,0.0,-0.22309461
1946.0,0.0,0.0,-0.31496897
1948.0,0.0,0.0,-0.1854232
1950.0,0.0,0.0,-0.25409415
1952.0,0.0,0.0,-0.2934716
1954.0,0.0,0.0,-0.15119207
1956.0,0.0,0.0,-0.30641794
1958.0,0.0,0.0,-0.12143615
1960.0,0.0,0.0,-0.062045902
1962.0,0.0,0.0,-0.13816634
1964.0,1.0,1.0,0.008291006
1966.0,1.0,1.0,0.060459107
1968.0,1.0,1.0,0.15838856
1970.0,1.0,1.0,0.12100655
1972.0,1.0,1.0,0.059170753
1974.0,1.0,1.0,0.39015374
1976.0,1.0,1.0,0.25022104
1978.0,1.0,1.0,0.1249975
1980.0,1.0,1.0,0.00979656
1982.0,1.0,1.0,0.26072478
1984.0,1.0,1.0,0.07524565
1986.0,1.0,0.0,0.1740179
1988.0,1.0,1.0,0.042120844
1990.0,1.0,1.0,0.026899666
1992.0,0.0,0.0,-0.2242238
1994.0,0.0,0.0,-0.35168758
1996.0,0.0,0.0,-0.30949777
1946.0,0.0,1.0,-0.052343726
1948.0,1.0,1.0,0.23010334
1950.0,1.0,1.0,0.043204784
1952.0,1.0,0.0,0.094677955
1954.0,1.0,1.0,0.16724586
1956.0,1.0,1.0,0.09069672
1958.0,1.0,1.0,0.2598468
1960.0,1.0,1.0,0.20649225
1962.0,1.0,1.0,0.2785404
1964.0,1.0,1.0,0.35230145
1966.0,1.0,1.0,0.12657613
1968.0,0.0,0.0,-0.06909713
1970.0,1.0,1.0,0.16958106
1972.0,1.0,1.0,0.16058052
1974.0,1.0,1.0,0.336591
1976.0,1.0,1.0,0.34232274
1978.0,1.0,0.0,0.24189025
1980.0,0.0,0.0,-0.16003776
1982.0,0.0,0.0,-0.061514825
1984.0,0.0,0.0,-0.22617221
1986.0,0.0,0.0,-0.22836977
1988.0,0.0,0.0,-0.32294217
1990.0,0.0,0.0,-0.2853797
1992.0,0.0,0.0,-0.26772103
1994.0,0.0,0.0,-0.37264088
1996.0,0.0,0.0,-0.29915172
1946.0,0.0,0.0,-0.22765052
1948.0,0.0,0.0,-0.16100636
1950.0,0.0,0.0,-0.23268497
1952.0,0.0,0.0,-0.2442716
1954.0,0.0,0.0,-0.1852616
1956.0,0.0,0.0,-0.2910475
1958.0,0.0,0.0,-0.116529524
1960.0,0.0,0.0,-0.17337433
1962.0,0.0,0.0,-0.32772645
1964.0,0.0,0.0,-0.2714642
1966.0,0.0,0.0,-0.43681723
1968.0,0.0,0.0,-0.3825493
1970.0,0.0,0.0,-0.34605402
1972.0,0.0,0.0,-0.2397145
1974.0,0.0,0.0,-0.098966986
1976.0,0.0,0.0,-0.35518134
1978.0,0.0,0.0,-0.45107925
1980.0,0.0,0.0,-0.5700326
1982.0,0.0,0.0,-0.3182629
1984.0,0.0,0.0,-0.42340207
1986.0,0.0,0.0,-0.49136853
1988.0,0.0,0.0,-0.52054876
1990.0,0.0,0.0,-0.5322627
1992.0,0.0,0.0,-0.46877772
1994.0,0.0,0.0,-0.5235352
1996.0,0.0,0.0,-0.46540165
1946.0,0.0,0.0,-0.31714824
1948.0,0.0,0.0,-0.1448746
1950.0,0.0,0.0,-0.2444574
1952.0,0.0,0.0,-0.28524497
1954.0,1.0,0.0,0.14126194
1956.0,0.0,0.0,-0.020912766
